Hyperparameters,Reward Mean,Standard Deviation
"{'num_runs': 10, 'epsilon_decay': 0.2, 'learning_rate': 0.6, 'replay_buffer_size': 15000, 'batch_size': 32, 'update_frequency': 50, 'loss_function': 'MSE', 'epsilon_start': 0.3, 'epsilon_end': 0, 'network_architecture': (4, 8, 8, 2)}",13.856399536132812,6.6437201499938965
"{'num_runs': 10, 'epsilon_decay': 0.05, 'learning_rate': 0.4, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 50, 'loss_function': 'MSE', 'epsilon_start': 0.1, 'epsilon_end': 0.01, 'network_architecture': (4, 8, 8, 2)}",14.187200546264648,6.7869672775268555
"{'num_runs': 10, 'epsilon_decay': 0.05, 'learning_rate': 0.1, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 50, 'loss_function': 'MSE', 'epsilon_start': 0.1, 'epsilon_end': 0.5, 'network_architecture': (4, 8, 8, 2)}",32.06520462036133,19.980567932128906
"{'num_runs': 10, 'epsilon_decay': 0.01, 'learning_rate': 0.9, 'replay_buffer_size': 15000, 'batch_size': 32, 'update_frequency': 20, 'loss_function': 'MSE', 'epsilon_start': 0.1, 'epsilon_end': 0.5, 'network_architecture': (4, 8, 8, 2)}",20.878801345825195,9.911190032958984
"{'num_runs': 10, 'epsilon_decay': 0.2, 'learning_rate': 0.6, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 50, 'loss_function': 'MSE', 'epsilon_start': 0.7, 'epsilon_end': 0.01, 'network_architecture': (4, 8, 8, 2)}",17.94719886779785,11.412952423095703
"{'num_runs': 10, 'epsilon_decay': 0.2, 'learning_rate': 0.05, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 5, 'loss_function': 'MSE', 'epsilon_start': 0.1, 'epsilon_end': 0.5, 'network_architecture': (4, 8, 8, 2)}",36.7859992980957,24.943750381469727
"{'num_runs': 10, 'epsilon_decay': 0.9, 'learning_rate': 0.4, 'replay_buffer_size': 15000, 'batch_size': 32, 'update_frequency': 5, 'loss_function': 'MSE', 'epsilon_start': 0.9, 'epsilon_end': 0, 'network_architecture': (4, 8, 8, 2)}",17.20359992980957,9.010457038879395
"{'num_runs': 10, 'epsilon_decay': 0.01, 'learning_rate': 0.05, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 20, 'loss_function': 'MSE', 'epsilon_start': 0.7, 'epsilon_end': 0, 'network_architecture': (4, 8, 8, 2)}",19.002399444580078,16.232744216918945
"{'num_runs': 10, 'epsilon_decay': 0.2, 'learning_rate': 0.15, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 30, 'loss_function': 'MSE', 'epsilon_start': 0.9, 'epsilon_end': 0, 'network_architecture': (4, 8, 8, 2)}",40.87959671020508,35.82561111450195
"{'num_runs': 10, 'epsilon_decay': 0.05, 'learning_rate': 0.01, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 5, 'loss_function': 'MSE', 'epsilon_start': 0.3, 'epsilon_end': 0, 'network_architecture': (4, 8, 8, 2)}",32.14039993286133,48.428829193115234
"{'num_runs': 10, 'epsilon_decay': 0.9, 'learning_rate': 0.1, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 50, 'loss_function': 'MSE', 'epsilon_start': 0.3, 'epsilon_end': 0, 'network_architecture': (4, 8, 8, 2)}",12.885998725891113,8.957275390625
"{'num_runs': 10, 'epsilon_decay': 0.3, 'learning_rate': 0.05, 'replay_buffer_size': 15000, 'batch_size': 32, 'update_frequency': 1, 'loss_function': 'MSE', 'epsilon_start': 0.7, 'epsilon_end': 0.5, 'network_architecture': (4, 8, 8, 2)}",20.768001556396484,12.251045227050781
"{'num_runs': 10, 'epsilon_decay': 0.01, 'learning_rate': 0.9, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 20, 'loss_function': 'MSE', 'epsilon_start': 0.7, 'epsilon_end': 0.5, 'network_architecture': (4, 8, 8, 2)}",21.627599716186523,10.70756721496582
"{'num_runs': 10, 'epsilon_decay': 0.05, 'learning_rate': 0.1, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 30, 'loss_function': 'MSE', 'epsilon_start': 0.3, 'epsilon_end': 0.5, 'network_architecture': (4, 8, 8, 2)}",44.10599899291992,27.90736198425293
"{'num_runs': 10, 'epsilon_decay': 0.2, 'learning_rate': 0.05, 'replay_buffer_size': 15000, 'batch_size': 32, 'update_frequency': 50, 'loss_function': 'MSE', 'epsilon_start': 0.3, 'epsilon_end': 0, 'network_architecture': (4, 8, 8, 2)}",9.343999862670898,0.7419579029083252
"{'num_runs': 10, 'epsilon_decay': 0.3, 'learning_rate': 0.15, 'replay_buffer_size': 15000, 'batch_size': 32, 'update_frequency': 30, 'loss_function': 'MSE', 'epsilon_start': 0.1, 'epsilon_end': 0.01, 'network_architecture': (4, 8, 8, 2)}",33.33399963378906,24.829683303833008
"{'num_runs': 10, 'epsilon_decay': 0.2, 'learning_rate': 0.9, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 20, 'loss_function': 'MSE', 'epsilon_start': 0.9, 'epsilon_end': 0.5, 'network_architecture': (4, 8, 8, 2)}",21.566801071166992,10.822916030883789
"{'num_runs': 10, 'epsilon_decay': 0.6, 'learning_rate': 0.05, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 30, 'loss_function': 'MSE', 'epsilon_start': 0.9, 'epsilon_end': 0.01, 'network_architecture': (4, 8, 8, 2)}",32.843597412109375,33.66460037231445
"{'num_runs': 10, 'epsilon_decay': 0.3, 'learning_rate': 0.15, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 5, 'loss_function': 'MSE', 'epsilon_start': 0.3, 'epsilon_end': 0.5, 'network_architecture': (4, 8, 8, 2)}",23.5851993560791,13.539705276489258
"{'num_runs': 10, 'epsilon_decay': 0.2, 'learning_rate': 0.05, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 30, 'loss_function': 'MSE', 'epsilon_start': 0.9, 'epsilon_end': 0.5, 'network_architecture': (4, 8, 8, 2)}",52.41360092163086,35.98051452636719
"{'num_runs': 10, 'epsilon_decay': 0.05, 'learning_rate': 0.6, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 30, 'loss_function': 'MSE', 'epsilon_start': 0.7, 'epsilon_end': 0.01, 'network_architecture': (4, 8, 8, 2)}",15.907599449157715,8.231886863708496
"{'num_runs': 10, 'epsilon_decay': 0.2, 'learning_rate': 0.1, 'replay_buffer_size': 15000, 'batch_size': 32, 'update_frequency': 5, 'loss_function': 'MSE', 'epsilon_start': 0.1, 'epsilon_end': 0.5, 'network_architecture': (4, 8, 8, 2)}",28.950000762939453,18.367412567138672
"{'num_runs': 10, 'epsilon_decay': 0.6, 'learning_rate': 0.01, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 50, 'loss_function': 'MSE', 'epsilon_start': 0.9, 'epsilon_end': 0, 'network_architecture': (4, 8, 8, 2)}",9.402800559997559,0.7696616053581238
"{'num_runs': 10, 'epsilon_decay': 0.6, 'learning_rate': 0.6, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 1, 'loss_function': 'MSE', 'epsilon_start': 0.7, 'epsilon_end': 0, 'network_architecture': (4, 8, 8, 2)}",17.86479949951172,8.711447715759277
"{'num_runs': 10, 'epsilon_decay': 0.2, 'learning_rate': 0.05, 'replay_buffer_size': 15000, 'batch_size': 32, 'update_frequency': 5, 'loss_function': 'MSE', 'epsilon_start': 0.7, 'epsilon_end': 0.01, 'network_architecture': (4, 8, 8, 2)}",49.03479766845703,46.58123016357422
"{'num_runs': 10, 'epsilon_decay': 0.2, 'learning_rate': 0.9, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 50, 'loss_function': 'MSE', 'epsilon_start': 0.7, 'epsilon_end': 0, 'network_architecture': (4, 8, 8, 2)}",19.41120147705078,10.002140045166016
"{'num_runs': 10, 'epsilon_decay': 0.2, 'learning_rate': 0.1, 'replay_buffer_size': 15000, 'batch_size': 32, 'update_frequency': 1, 'loss_function': 'MSE', 'epsilon_start': 0.1, 'epsilon_end': 0, 'network_architecture': (4, 8, 8, 2)}",11.31920051574707,5.005863666534424
"{'num_runs': 10, 'epsilon_decay': 0.9, 'learning_rate': 0.6, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 1, 'loss_function': 'MSE', 'epsilon_start': 0.7, 'epsilon_end': 0, 'network_architecture': (4, 8, 8, 2)}",17.681598663330078,9.225095748901367
"{'num_runs': 10, 'epsilon_decay': 0.05, 'learning_rate': 0.05, 'replay_buffer_size': 15000, 'batch_size': 32, 'update_frequency': 30, 'loss_function': 'MSE', 'epsilon_start': 0.7, 'epsilon_end': 0, 'network_architecture': (4, 8, 8, 2)}",24.23080062866211,26.05461311340332
"{'num_runs': 10, 'epsilon_decay': 0.9, 'learning_rate': 0.9, 'replay_buffer_size': 15000, 'batch_size': 32, 'update_frequency': 1, 'loss_function': 'MSE', 'epsilon_start': 0.1, 'epsilon_end': 0.01, 'network_architecture': (4, 8, 8, 2)}",19.745201110839844,9.559127807617188
"{'num_runs': 10, 'epsilon_decay': 0.05, 'learning_rate': 0.15, 'replay_buffer_size': 15000, 'batch_size': 32, 'update_frequency': 50, 'loss_function': 'MSE', 'epsilon_start': 0.3, 'epsilon_end': 0, 'network_architecture': (4, 8, 8, 2)}",20.88159942626953,23.120023727416992
"{'num_runs': 10, 'epsilon_decay': 0.9, 'learning_rate': 0.1, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 20, 'loss_function': 'MSE', 'epsilon_start': 0.7, 'epsilon_end': 0.01, 'network_architecture': (4, 8, 8, 2)}",57.85840606689453,40.07152557373047
"{'num_runs': 10, 'epsilon_decay': 0.01, 'learning_rate': 0.15, 'replay_buffer_size': 15000, 'batch_size': 32, 'update_frequency': 20, 'loss_function': 'MSE', 'epsilon_start': 0.3, 'epsilon_end': 0.5, 'network_architecture': (4, 8, 8, 2)}",35.39400100708008,24.54267120361328
"{'num_runs': 10, 'epsilon_decay': 0.9, 'learning_rate': 0.01, 'replay_buffer_size': 15000, 'batch_size': 32, 'update_frequency': 20, 'loss_function': 'MSE', 'epsilon_start': 0.3, 'epsilon_end': 0.01, 'network_architecture': (4, 8, 8, 2)}",12.097600936889648,8.502309799194336
"{'num_runs': 10, 'epsilon_decay': 0.9, 'learning_rate': 0.9, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 20, 'loss_function': 'MSE', 'epsilon_start': 0.3, 'epsilon_end': 0, 'network_architecture': (4, 8, 8, 2)}",18.158798217773438,9.2479829788208
"{'num_runs': 10, 'epsilon_decay': 0.01, 'learning_rate': 0.01, 'replay_buffer_size': 15000, 'batch_size': 32, 'update_frequency': 50, 'loss_function': 'MSE', 'epsilon_start': 0.1, 'epsilon_end': 0.5, 'network_architecture': (4, 8, 8, 2)}",26.172399520874023,19.076562881469727
"{'num_runs': 10, 'epsilon_decay': 0.6, 'learning_rate': 0.6, 'replay_buffer_size': 15000, 'batch_size': 32, 'update_frequency': 5, 'loss_function': 'MSE', 'epsilon_start': 0.1, 'epsilon_end': 0.01, 'network_architecture': (4, 8, 8, 2)}",15.723199844360352,7.705219268798828
"{'num_runs': 10, 'epsilon_decay': 0.2, 'learning_rate': 0.6, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 20, 'loss_function': 'MSE', 'epsilon_start': 0.9, 'epsilon_end': 0.01, 'network_architecture': (4, 8, 8, 2)}",18.8439998626709,10.035496711730957
"{'num_runs': 10, 'epsilon_decay': 0.05, 'learning_rate': 0.05, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 50, 'loss_function': 'MSE', 'epsilon_start': 0.9, 'epsilon_end': 0, 'network_architecture': (4, 8, 8, 2)}",9.700799942016602,1.4639226198196411
"{'num_runs': 10, 'epsilon_decay': 0.3, 'learning_rate': 0.01, 'replay_buffer_size': 15000, 'batch_size': 32, 'update_frequency': 1, 'loss_function': 'MSE', 'epsilon_start': 0.3, 'epsilon_end': 0, 'network_architecture': (4, 8, 8, 2)}",18.231199264526367,23.498952865600586
"{'num_runs': 10, 'epsilon_decay': 0.3, 'learning_rate': 0.6, 'replay_buffer_size': 15000, 'batch_size': 32, 'update_frequency': 5, 'loss_function': 'MSE', 'epsilon_start': 0.1, 'epsilon_end': 0.01, 'network_architecture': (4, 8, 8, 2)}",15.522001266479492,8.093620300292969
"{'num_runs': 10, 'epsilon_decay': 0.01, 'learning_rate': 0.4, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 5, 'loss_function': 'MSE', 'epsilon_start': 0.3, 'epsilon_end': 0, 'network_architecture': (4, 8, 8, 2)}",12.384800910949707,5.81898832321167
"{'num_runs': 10, 'epsilon_decay': 0.01, 'learning_rate': 0.4, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 50, 'loss_function': 'MSE', 'epsilon_start': 0.9, 'epsilon_end': 0.01, 'network_architecture': (4, 8, 8, 2)}",32.951602935791016,30.727556228637695
"{'num_runs': 10, 'epsilon_decay': 0.6, 'learning_rate': 0.4, 'replay_buffer_size': 15000, 'batch_size': 32, 'update_frequency': 30, 'loss_function': 'MSE', 'epsilon_start': 0.1, 'epsilon_end': 0.01, 'network_architecture': (4, 8, 8, 2)}",20.98080062866211,21.93708610534668
"{'num_runs': 10, 'epsilon_decay': 0.05, 'learning_rate': 0.15, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 5, 'loss_function': 'MSE', 'epsilon_start': 0.3, 'epsilon_end': 0.01, 'network_architecture': (4, 8, 8, 2)}",15.241999626159668,9.112797737121582
"{'num_runs': 10, 'epsilon_decay': 0.05, 'learning_rate': 0.01, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 20, 'loss_function': 'MSE', 'epsilon_start': 0.7, 'epsilon_end': 0.01, 'network_architecture': (4, 8, 8, 2)}",14.037999153137207,10.346120834350586
"{'num_runs': 10, 'epsilon_decay': 0.05, 'learning_rate': 0.4, 'replay_buffer_size': 15000, 'batch_size': 32, 'update_frequency': 20, 'loss_function': 'MSE', 'epsilon_start': 0.1, 'epsilon_end': 0, 'network_architecture': (4, 8, 8, 2)}",11.40200138092041,4.727468967437744
"{'num_runs': 10, 'epsilon_decay': 0.6, 'learning_rate': 0.1, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 5, 'loss_function': 'MSE', 'epsilon_start': 0.3, 'epsilon_end': 0.5, 'network_architecture': (4, 8, 8, 2)}",27.634000778198242,17.669347763061523
"{'num_runs': 10, 'epsilon_decay': 0.9, 'learning_rate': 0.01, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 50, 'loss_function': 'MSE', 'epsilon_start': 0.7, 'epsilon_end': 0.5, 'network_architecture': (4, 8, 8, 2)}",21.983598709106445,16.788070678710938
"{'num_runs': 10, 'epsilon_decay': 0.2, 'learning_rate': 0.01, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 50, 'loss_function': 'MSE', 'epsilon_start': 0.7, 'epsilon_end': 0.5, 'network_architecture': (4, 8, 8, 2)}",21.75,13.353426933288574
"{'num_runs': 10, 'epsilon_decay': 0.3, 'learning_rate': 0.1, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 20, 'loss_function': 'MSE', 'epsilon_start': 0.9, 'epsilon_end': 0.01, 'network_architecture': (4, 8, 8, 2)}",58.56919860839844,44.318119049072266
"{'num_runs': 10, 'epsilon_decay': 0.3, 'learning_rate': 0.15, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 1, 'loss_function': 'MSE', 'epsilon_start': 0.3, 'epsilon_end': 0.01, 'network_architecture': (4, 8, 8, 2)}",12.851200103759766,5.904207229614258
"{'num_runs': 10, 'epsilon_decay': 0.2, 'learning_rate': 0.15, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 30, 'loss_function': 'MSE', 'epsilon_start': 0.1, 'epsilon_end': 0.01, 'network_architecture': (4, 8, 8, 2)}",37.62080001831055,36.470821380615234
"{'num_runs': 10, 'epsilon_decay': 0.3, 'learning_rate': 0.1, 'replay_buffer_size': 15000, 'batch_size': 32, 'update_frequency': 1, 'loss_function': 'MSE', 'epsilon_start': 0.9, 'epsilon_end': 0, 'network_architecture': (4, 8, 8, 2)}",16.621999740600586,9.941554069519043
"{'num_runs': 10, 'epsilon_decay': 0.2, 'learning_rate': 0.01, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 1, 'loss_function': 'MSE', 'epsilon_start': 0.9, 'epsilon_end': 0.5, 'network_architecture': (4, 8, 8, 2)}",27.771596908569336,19.21451759338379
"{'num_runs': 10, 'epsilon_decay': 0.05, 'learning_rate': 0.9, 'replay_buffer_size': 15000, 'batch_size': 32, 'update_frequency': 50, 'loss_function': 'MSE', 'epsilon_start': 0.3, 'epsilon_end': 0.5, 'network_architecture': (4, 8, 8, 2)}",21.171602249145508,10.652084350585938
"{'num_runs': 10, 'epsilon_decay': 0.3, 'learning_rate': 0.4, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 50, 'loss_function': 'MSE', 'epsilon_start': 0.9, 'epsilon_end': 0, 'network_architecture': (4, 8, 8, 2)}",24.15359878540039,18.161109924316406
"{'num_runs': 10, 'epsilon_decay': 0.6, 'learning_rate': 0.1, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 20, 'loss_function': 'MSE', 'epsilon_start': 0.1, 'epsilon_end': 0.01, 'network_architecture': (4, 8, 8, 2)}",40.276397705078125,43.7430534362793
"{'num_runs': 10, 'epsilon_decay': 0.3, 'learning_rate': 0.9, 'replay_buffer_size': 15000, 'batch_size': 32, 'update_frequency': 5, 'loss_function': 'MSE', 'epsilon_start': 0.3, 'epsilon_end': 0.01, 'network_architecture': (4, 8, 8, 2)}",19.99720001220703,10.01086711883545
"{'num_runs': 10, 'epsilon_decay': 0.01, 'learning_rate': 0.4, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 20, 'loss_function': 'MSE', 'epsilon_start': 0.3, 'epsilon_end': 0.01, 'network_architecture': (4, 8, 8, 2)}",16.1343994140625,10.971728324890137
"{'num_runs': 10, 'epsilon_decay': 0.6, 'learning_rate': 0.1, 'replay_buffer_size': 15000, 'batch_size': 32, 'update_frequency': 1, 'loss_function': 'MSE', 'epsilon_start': 0.1, 'epsilon_end': 0, 'network_architecture': (4, 8, 8, 2)}",11.401199340820312,5.529109001159668
"{'num_runs': 10, 'epsilon_decay': 0.05, 'learning_rate': 0.05, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 20, 'loss_function': 'MSE', 'epsilon_start': 0.1, 'epsilon_end': 0.5, 'network_architecture': (4, 8, 8, 2)}",49.853599548339844,35.56556701660156
"{'num_runs': 10, 'epsilon_decay': 0.05, 'learning_rate': 0.1, 'replay_buffer_size': 15000, 'batch_size': 32, 'update_frequency': 30, 'loss_function': 'MSE', 'epsilon_start': 0.9, 'epsilon_end': 0.01, 'network_architecture': (4, 8, 8, 2)}",55.482398986816406,50.94813537597656
"{'num_runs': 10, 'epsilon_decay': 0.9, 'learning_rate': 0.6, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 1, 'loss_function': 'MSE', 'epsilon_start': 0.9, 'epsilon_end': 0.5, 'network_architecture': (4, 8, 8, 2)}",20.57040023803711,10.188715934753418
"{'num_runs': 10, 'epsilon_decay': 0.9, 'learning_rate': 0.05, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 30, 'loss_function': 'MSE', 'epsilon_start': 0.9, 'epsilon_end': 0.01, 'network_architecture': (4, 8, 8, 2)}",45.407196044921875,46.99357604980469
"{'num_runs': 10, 'epsilon_decay': 0.3, 'learning_rate': 0.4, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 1, 'loss_function': 'MSE', 'epsilon_start': 0.1, 'epsilon_end': 0, 'network_architecture': (4, 8, 8, 2)}",14.144001007080078,6.973634719848633
"{'num_runs': 10, 'epsilon_decay': 0.01, 'learning_rate': 0.4, 'replay_buffer_size': 15000, 'batch_size': 32, 'update_frequency': 50, 'loss_function': 'MSE', 'epsilon_start': 0.3, 'epsilon_end': 0, 'network_architecture': (4, 8, 8, 2)}",15.644800186157227,11.590314865112305
"{'num_runs': 10, 'epsilon_decay': 0.05, 'learning_rate': 0.1, 'replay_buffer_size': 15000, 'batch_size': 32, 'update_frequency': 50, 'loss_function': 'MSE', 'epsilon_start': 0.3, 'epsilon_end': 0.01, 'network_architecture': (4, 8, 8, 2)}",13.578400611877441,10.087618827819824
"{'num_runs': 10, 'epsilon_decay': 0.01, 'learning_rate': 0.15, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 1, 'loss_function': 'MSE', 'epsilon_start': 0.3, 'epsilon_end': 0, 'network_architecture': (4, 8, 8, 2)}",12.326399803161621,5.98356294631958
"{'num_runs': 10, 'epsilon_decay': 0.2, 'learning_rate': 0.1, 'replay_buffer_size': 15000, 'batch_size': 32, 'update_frequency': 50, 'loss_function': 'MSE', 'epsilon_start': 0.7, 'epsilon_end': 0, 'network_architecture': (4, 8, 8, 2)}",14.012399673461914,10.424209594726562
"{'num_runs': 10, 'epsilon_decay': 0.3, 'learning_rate': 0.01, 'replay_buffer_size': 15000, 'batch_size': 32, 'update_frequency': 1, 'loss_function': 'MSE', 'epsilon_start': 0.7, 'epsilon_end': 0, 'network_architecture': (4, 8, 8, 2)}",29.92919921875,35.75151062011719
"{'num_runs': 10, 'epsilon_decay': 0.05, 'learning_rate': 0.6, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 20, 'loss_function': 'MSE', 'epsilon_start': 0.7, 'epsilon_end': 0.01, 'network_architecture': (4, 8, 8, 2)}",18.511600494384766,10.05541706085205
"{'num_runs': 10, 'epsilon_decay': 0.3, 'learning_rate': 0.05, 'replay_buffer_size': 15000, 'batch_size': 32, 'update_frequency': 30, 'loss_function': 'MSE', 'epsilon_start': 0.1, 'epsilon_end': 0.01, 'network_architecture': (4, 8, 8, 2)}",14.315600395202637,13.932624816894531
"{'num_runs': 10, 'epsilon_decay': 0.9, 'learning_rate': 0.1, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 30, 'loss_function': 'MSE', 'epsilon_start': 0.7, 'epsilon_end': 0.01, 'network_architecture': (4, 8, 8, 2)}",59.29719924926758,52.211177825927734
"{'num_runs': 10, 'epsilon_decay': 0.6, 'learning_rate': 0.1, 'replay_buffer_size': 15000, 'batch_size': 32, 'update_frequency': 5, 'loss_function': 'MSE', 'epsilon_start': 0.9, 'epsilon_end': 0.01, 'network_architecture': (4, 8, 8, 2)}",32.54800033569336,27.511938095092773
"{'num_runs': 10, 'epsilon_decay': 0.9, 'learning_rate': 0.01, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 5, 'loss_function': 'MSE', 'epsilon_start': 0.3, 'epsilon_end': 0, 'network_architecture': (4, 8, 8, 2)}",35.0880012512207,45.03173828125
"{'num_runs': 10, 'epsilon_decay': 0.3, 'learning_rate': 0.4, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 1, 'loss_function': 'MSE', 'epsilon_start': 0.7, 'epsilon_end': 0, 'network_architecture': (4, 8, 8, 2)}",15.835600852966309,8.088038444519043
"{'num_runs': 10, 'epsilon_decay': 0.6, 'learning_rate': 0.1, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 20, 'loss_function': 'MSE', 'epsilon_start': 0.9, 'epsilon_end': 0.01, 'network_architecture': (4, 8, 8, 2)}",66.37360382080078,40.612831115722656
"{'num_runs': 10, 'epsilon_decay': 0.2, 'learning_rate': 0.01, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 30, 'loss_function': 'MSE', 'epsilon_start': 0.7, 'epsilon_end': 0.5, 'network_architecture': (4, 8, 8, 2)}",38.42120361328125,25.198528289794922
"{'num_runs': 10, 'epsilon_decay': 0.2, 'learning_rate': 0.6, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 1, 'loss_function': 'MSE', 'epsilon_start': 0.7, 'epsilon_end': 0.01, 'network_architecture': (4, 8, 8, 2)}",17.697599411010742,8.744035720825195
"{'num_runs': 10, 'epsilon_decay': 0.9, 'learning_rate': 0.05, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 1, 'loss_function': 'MSE', 'epsilon_start': 0.7, 'epsilon_end': 0, 'network_architecture': (4, 8, 8, 2)}",19.756000518798828,16.359102249145508
"{'num_runs': 10, 'epsilon_decay': 0.2, 'learning_rate': 0.01, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 20, 'loss_function': 'MSE', 'epsilon_start': 0.3, 'epsilon_end': 0.01, 'network_architecture': (4, 8, 8, 2)}",10.263198852539062,2.9751150608062744
"{'num_runs': 10, 'epsilon_decay': 0.9, 'learning_rate': 0.9, 'replay_buffer_size': 15000, 'batch_size': 32, 'update_frequency': 5, 'loss_function': 'MSE', 'epsilon_start': 0.9, 'epsilon_end': 0.5, 'network_architecture': (4, 8, 8, 2)}",21.552398681640625,10.501385688781738
"{'num_runs': 10, 'epsilon_decay': 0.6, 'learning_rate': 0.9, 'replay_buffer_size': 15000, 'batch_size': 32, 'update_frequency': 1, 'loss_function': 'MSE', 'epsilon_start': 0.7, 'epsilon_end': 0.5, 'network_architecture': (4, 8, 8, 2)}",21.253999710083008,10.503495216369629
"{'num_runs': 10, 'epsilon_decay': 0.05, 'learning_rate': 0.05, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 30, 'loss_function': 'MSE', 'epsilon_start': 0.9, 'epsilon_end': 0.01, 'network_architecture': (4, 8, 8, 2)}",36.911197662353516,37.590736389160156
"{'num_runs': 10, 'epsilon_decay': 0.01, 'learning_rate': 0.01, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 50, 'loss_function': 'MSE', 'epsilon_start': 0.3, 'epsilon_end': 0, 'network_architecture': (4, 8, 8, 2)}",9.348800659179688,0.7301450967788696
"{'num_runs': 10, 'epsilon_decay': 0.2, 'learning_rate': 0.1, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 30, 'loss_function': 'MSE', 'epsilon_start': 0.3, 'epsilon_end': 0.5, 'network_architecture': (4, 8, 8, 2)}",40.347999572753906,27.931838989257812
"{'num_runs': 10, 'epsilon_decay': 0.2, 'learning_rate': 0.9, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 20, 'loss_function': 'MSE', 'epsilon_start': 0.7, 'epsilon_end': 0, 'network_architecture': (4, 8, 8, 2)}",20.205997467041016,10.1414155960083
"{'num_runs': 10, 'epsilon_decay': 0.2, 'learning_rate': 0.1, 'replay_buffer_size': 15000, 'batch_size': 32, 'update_frequency': 1, 'loss_function': 'MSE', 'epsilon_start': 0.7, 'epsilon_end': 0.5, 'network_architecture': (4, 8, 8, 2)}",19.083600997924805,9.994372367858887
"{'num_runs': 10, 'epsilon_decay': 0.05, 'learning_rate': 0.6, 'replay_buffer_size': 5000, 'batch_size': 32, 'update_frequency': 20, 'loss_function': 'MSE', 'epsilon_start': 0.9, 'epsilon_end': 0, 'network_architecture': (4, 8, 8, 2)}",18.577600479125977,10.313029289245605
"{'num_runs': 10, 'epsilon_decay': 0.3, 'learning_rate': 0.1, 'replay_buffer_size': 15000, 'batch_size': 32, 'update_frequency': 30, 'loss_function': 'MSE', 'epsilon_start': 0.1, 'epsilon_end': 0, 'network_architecture': (4, 8, 8, 2)}",16.400400161743164,15.498200416564941
